outer_fold,alpha,fold_01_loss,fold_02_loss,fold_03_loss,fold_04_loss,fold_05_loss,mean_inner_fitness,median_inner_fitness,outer_test_used
18,100.0,1.5329545641431426,0.3691530054721258,0.17149307145305975,0.08324520519307427,0.4502822841427402,0.5214256260808285,0.3691530054721258,False
18,1000.0,2.8731279487731665,1.534258368434139,0.3592481520593708,0.3093864682126187,0.9224356855857492,1.1996913246130088,0.9224356855857492,False
18,10000.0,3.7274539669221824,2.3205864256541373,0.483541899291329,0.46556360745211334,1.0894385117332595,1.6173168822106043,1.0894385117332595,False
19,0.0001,4.002541409279528,0.14434493338438614,0.611035381253183,0.543330477201279,0.7472914600102648,1.2097087322257285,0.611035381253183,False
19,0.001,3.951529811159338,0.14194024466162308,0.5963721522115331,0.5250294351993622,0.7252214992417654,1.1880186284947243,0.5963721522115331,False
19,0.01,3.524413727343256,0.12445111236223408,0.4887759848621471,0.39673900993813177,0.5878055536283402,1.0244370776268217,0.4887759848621471,False
19,0.1,1.989261430407094,0.0774957478008663,0.20344516762854675,0.14348032939708805,0.28006661167244973,0.5387498573812091,0.20344516762854675,False
19,1.0,0.7997602664204828,0.06349102423523753,0.10557224694659526,0.06123188578509834,0.09832678962019079,0.22567644260152092,0.09832678962019079,False
19,10.0,0.9610415530857417,0.12638615250551066,0.1360287232020511,0.0578069696002408,0.13120743615634833,0.28249416690997853,0.13120743615634833,False
19,100.0,1.2382566652692846,0.36447885786485346,0.1761938134469486,0.08976212925773927,0.47205811009989046,0.4681499151877433,0.36447885786485346,False
19,1000.0,2.526086389135133,1.5925895943002217,0.35473105152555007,0.3148509131991139,0.9625874267374155,1.1501690749794866,0.9625874267374155,False
19,10000.0,3.4856853735396554,2.4057920827717476,0.47392377517759743,0.4752939842276332,1.1896090098637615,1.6060608451160792,1.1896090098637615,False
20,0.0001,11.74216452885843,0.36685668256643117,0.44321962937762294,0.40287089358890443,0.26907721183003275,2.644837789244284,0.40287089358890443,False
20,0.001,11.646271143768146,0.3570507032292163,0.4340830526050632,0.3910881589573297,0.2619489058686926,2.6180883928856895,0.3910881589573297,False
20,0.01,10.810561358152821,0.2883262892587009,0.3638250875311412,0.30906080251540285,0.22065195605092186,2.3984850987017974,0.30906080251540285,False
20,0.1,6.279172738002672,0.14380675318008224,0.14793640473757613,0.12338815067087032,0.12983528827140497,1.3648278669725213,0.14380675318008224,False
20,1.0,1.2418793021793189,0.08718725270747626,0.1211036304709909,0.054632083479548954,0.05897210596717141,0.31275487496090126,0.08718725270747626,False
20,10.0,0.9966978284343284,0.14071212648206788,0.17131308273818785,0.059897504648481294,0.08724493187454668,0.29117309483552245,0.14071212648206788,False
20,100.0,1.2915779892293846,0.3688994811388303,0.19406544808093826,0.09659856781651266,0.2592850369882288,0.4420853046507789,0.2592850369882288,False
20,1000.0,2.6257167776951227,1.5495721466436718,0.37577778131542316,0.32569431951413685,0.5138254461608008,1.078117294265831,0.5138254461608008,False
20,10000.0,3.795487924304505,2.346934031808177,0.5075938192235696,0.49087141102506315,0.6618434466476171,1.5605461266017864,0.6618434466476171,False
